"","monocyte","cd4_positive_alpha_beta_t_cell","cd8_positive_alpha_beta_t_cell","b_cell","conventional_dendritic_cell","natural_killer_cell","plasmacytoid_dendritic_cell","platelet"
"sample422",0.0905625511248109,0.010788002689927,0.402155873311242,0.227837803429804,0.0221409252747098,0.226087382264598,0.0125323356673028,0.00789512623760519
"sample423",0.137797837830325,0.186900933539975,0.307210260199215,0,0.00984054853310134,0.324231096529362,0,0.0340193233680216
"sample424",0.00208752300075686,0.119857444384588,0.353792139948508,0.108425226656353,0,0.119196235025603,0.29146718379426,0.00517424718993073
"sample425",0.162445414600345,0.000755794401268437,0.341388020318676,0.00372976309214213,0.179790400372843,0.000384011060645521,0.292624695431186,0.0188819007228938
"sample426",0.00240751405922171,0.581768184793943,0.110324085321591,0.00840576755484236,0,0.289091098622807,0.00714325569675106,0.000860093950843214
"sample427",0.19537397481251,0.00514007315874973,0.547846902866181,0.0448814391414076,0,0.10025590111966,0,0.106501708901491
"sample428",0.0545815189331815,0,0.558738454472081,0.0507154358931198,0.0420256325188241,0.251597666980197,0,0.0423412912025965
"sample429",0.173907158265208,0.165478228046673,0.423808058504763,0.00131133524615391,0.053850008083281,0.0993873523406025,0.000123483681221278,0.0821343758320962
"sample430",0.0160369021738218,0.253173389218334,0.1720291610366,0.0490385385770161,0,0.304225916686753,0.189929313188674,0.0155667791188009
"sample431",0.400714271124803,0,0.257627420266863,6.89875854061099e-05,0.280725854446489,0.0258222577447183,0.0171849501140493,0.0178562587176715
"sample432",0.0141935446251992,0.48781790664766,0.114945295450493,0.0791868280297515,0,0.217982349743332,0.075529086556918,0.0103449889466457
"sample433",0.165831976898195,0,0.514134432401943,0.00216533918597016,0.259920121021867,0,0.042385787986522,0.0155623425055035
"sample434",0.329691043073495,0,0.201703398124361,0.0102487860618439,0.0478911499369728,0.183200078704079,0.118343253681828,0.10892229041742
"sample435",0.134060926601771,0.314366482349674,0.473421221114473,0,0.0600913708243924,0.00827367532403175,0.000598537256222304,0.00918778652943535
"sample436",0.11468719834281,0.0467389192266047,0.570064177279311,0.115346638148295,0,0.0863523400331565,0.00729175864506022,0.059518968324763
"sample437",0.0789630927710521,0.203549519844405,0.511502262526002,0.00754197070695361,0.0171818417029556,0.0570950518131137,0.0846983102734383,0.0394679503620795
"sample438",0.0751298530165471,0,0.382714831528758,0.506059663953739,0.0273872302332784,0,0.00189125194377078,0.00681716932390651
"sample439",0.106920755619819,0,0.308859400793768,0.00792390086918528,0.184748530730544,0.00335219126981899,0.318247652815388,0.0699475679014766
"sample440",0.0825308802281779,0.0986325292622486,0.560833531976629,0.000813146681630665,0.0133290572217471,0.19514590720599,0,0.0487149474235764
"sample441",0.293046504824458,0.106450892284223,0.389876841254231,0.104478694783069,0.0154987401082089,0.0127127197421397,0.00149018863107522,0.0764454183725957
"sample442",0.174119369970913,0.126437725650737,0.417425896365729,0.00611395743342996,0.0307303719294955,0.160333309730625,0,0.0848393689190697
"sample443",0.0463113637509409,0.519494756585449,0.163760849129823,0.000687327726382663,0,0.2599907731641,0,0.00975492964330464
"sample444",0.216790726524498,0.00297875443123221,0.565074654460394,0.0138417185512709,0.0422119133121416,0.136307655753513,0,0.0227945769669503
"sample445",0,0.493751650852185,0.220486213498649,0.266286077229542,0,0.0189425311499243,0,0.000533527269698944
"sample446",0.062570990739144,0.150473350840334,0.500704543518001,0.0225728631066258,0.0947610012670755,0.0107245517980728,0.129198274247176,0.0289944244835711
"sample447",0.208267129642503,0.0381050484021012,0.551467942422232,0.00934420496646006,0.00964696785649598,0.17335410677879,5.47481928137426e-05,0.00975985173860369
"sample448",0.124164007638422,0.012309394817914,0.549292878162465,0.00626105596220514,0.0260709418079712,0.184335160994223,0.0868077804083549,0.0107587802084445
"sample449",0.178224741780698,0,0.525792503279011,0.00373536538756587,0.110108398423132,0.0215573672798875,0.060478227433335,0.100103396416371
"sample450",0.266104129571335,0,0.296155261197691,0.153037339651431,0.108683745824085,0.0461751954641884,0.11282915693252,0.0170151713587495
"sample451",0.00042891549596342,9.71917986142719e-05,0.600150774281211,0.0798501417459034,0.288482655029464,0.0110750851747495,0.00460706604340892,0.0153081704306854
"sample452",0.0935780423276445,0,0.749277119858831,0.141188572046569,0,0,0.000599287345335848,0.0153569784216197
"sample453",0.00816078957319392,0.263810821622385,0.670052992036093,0.0105484660668827,0.0282252878219981,0,0.0181998550729438,0.00100178780650337
"sample454",0.0259634717177253,0.0621397062671321,0.407628173151403,0.00173559333773077,0.224790579444585,0.0519377945661206,0.214910261579845,0.0108944199354585
"sample455",0.00657215894803785,0.572533808481438,0,0.0280858004955519,0,0.245868204762203,0.142560101091962,0.0043799262208081
"sample456",0.0194037713976547,0.0306956193621426,0.879529818646138,0.0526605806599142,0.0025037778402983,0,0.00260837685190602,0.0125980552419464
"sample457",0.124720056318997,0.0684707457542062,0.34309085681231,0.00258964031710022,0.173196028408781,0.225798368467234,0.0449289549858254,0.0172053489355459
"sample458",0.153916638770995,0.0777610844126454,0.535338042007465,0.0011735963301159,0.0386325462358572,0.16367945034455,0.0130402190495026,0.0164584228488692
"sample459",0.0128977582680463,0.484899348198052,0.31594160143312,0.113373572424309,0,0.0709018243129882,0,0.00198589536348457
"sample460",0.160033473580001,0.219273204672276,0.247118581819976,0,0,0.368867354767215,0,0.0047073851605321
"sample461",0.170275197469913,0,0.470061293319259,0.141702733766672,0.047038131985458,0.0907522412101933,0.055689153091047,0.0244812491574578
"sample462",0,0.660502653745396,0.236458195522443,0.0589246322951575,0,0.0351483369540795,0.00896618148292383,0
"sample463",0.0883499096971871,0,0.331544960586726,0.0461607049687819,0,0.486177020829762,0,0.0477674039175428
"sample464",0.202783630570649,0.0106358425714042,0.454791610998023,0.00250904505854805,0.234404014349229,0.00985629148488091,0.0662085867791939,0.0188109781880715
"sample465",0.146791996805991,0,0.462657080086328,0.297508454314069,0.0028080193096198,0.0778521951278954,8.15968701149189e-05,0.0123006574859819
"sample466",0.0158652439838445,0.0312726845501624,0.762858480608309,0.00552804403447028,0.0302618151109265,0.143453673309994,0,0.010760058402293
"sample467",0.114193827924766,0,0.239004422358444,0.0173705853420553,0.51605455262799,0.00106464342539208,0.029437299235471,0.0828746690858815
"sample468",0.052008249230776,0.0348962538325272,0.742871071618813,9.41046081680285e-05,0.0231235829494852,0.138030016422229,0,0.00897672133800201
"sample469",0.307726154599281,0,0.219101021659239,0.00742562954023469,0.0777777129205612,0.0610734549241812,0.14211090248219,0.184785123874312
"sample470",0,0.575385548660911,0.370877405979204,0.0523661734488527,0,0,0,0.00137087191103291
"sample471",0.078496741884934,0,0.28253601388954,0.0106209272690048,0.558490897418601,0.00888583754596324,0.0276040929801425,0.0333654890118146
"sample472",0.017192643828934,0.00216440363430891,0.521791119221585,0.0077563790797039,0.154106419371691,0,0.288239435704408,0.00874959915936938
"sample473",0.323256748464477,0.00108498287478496,0.226511224733559,0.00369491244114117,0.0230138935011557,0.210507327777954,0.103893993714265,0.108036916492662
"sample474",0.207020027164402,0.000862567339410692,0.616978404116259,0.0397163412206508,0,0.0399846244623798,0,0.0954380356968978
"sample475",0.000967634210633045,0.406487965889618,0.274579953580984,0.0133605489290294,0,0.233924736568339,0.066885905751698,0.00379325506969933
"sample476",0.143056878330788,0,0.447119561891051,0.0140861328069252,0.0323031366373586,0.0841030818377114,0.19299686994735,0.0863343385488158
"sample477",0.0614216652763685,0.017140560272722,0.40164297275271,0.0453057571498357,0.120416536516297,0.339518968423579,0,0.0145535396084875
"sample478",0.0807376990954576,0,0.767190237080571,0.00124425004400329,0.0732699570015898,0.0439008372878721,0,0.0336570194905059
"sample479",0.13460245709919,0,0.282840608959397,0.00823294331149611,0.0444058878555637,0.127570918864834,0.382046578398614,0.0203006055109064
"sample480",0.00063614223227759,0.382170324309386,0.246404097076679,0.120040806112023,0,0.250748630269636,0,0
"sample481",0.00691373262229601,0.222565398475929,0.383381904932037,0.131511605077419,0,0.205468836672187,0.0324526905590061,0.0177058316611256
"sample482",0.184784720766282,0,0.297505067280972,0.0516898667903075,0.291079868137421,0.0552400268028954,0.00834635322177314,0.111354097000349
"sample483",0.150404484484498,0,0.378116970207507,0.18774677875161,0.123928962357774,0.0699421342991556,0,0.0898606698994557
"sample484",0.0717083909548525,0.147472682159953,0.727590621744135,0.0326426124367392,0,0.0101082179718777,0.00624243960156706,0.00423503513087577
"sample485",0.119602057457439,0.00401941520923642,0.716773094670978,0.0263742678817492,0.0286098133993844,0.0531983886532177,0.040266180782921,0.0111567819450746
"sample486",0.0171935124402536,0.380950745208036,0.194500914861339,0.00703619842004264,0,0.0869034989572079,0.301056269333641,0.0123588607794801
"sample487",0.0208358872527593,0.433036228606925,0,0.00599068489482502,0.0141965100617997,0.481394825189006,0.0373467330590197,0.00719913093566529
"sample488",0.00161909932067617,0.461816558644355,0.353492231350066,0.00815271519836344,0,0.0806248494146897,0.0902376448195615,0.00405690125228782
"sample489",0.221026765305777,0.132998504510427,0.494180366564863,0.0200472112379128,0.00024193279808625,0.12316295739901,8.28138859719813e-06,0.0083339807953279
"sample490",0.125112772210693,0.00271967252480923,0.372443866450105,0.254766016063022,0.0580206036656338,0.0194922871140238,0.122417502491992,0.0450272794797218
"sample491",0,0.469735693706416,0.204365331337717,0.190013754207946,0,0.135684753533059,0,0.000200467214862458
"sample492",0.162094303118531,0.0158638465993828,0.406051206426719,0.00603773584167849,0.239618407415473,0.0546344955556808,0.0215463645019074,0.0941536405406278
"sample493",0.0164997321537816,0.525132608749263,0.118827446599398,0.00686532380383536,0,0.31723481605122,0,0.0154400726425014
"sample494",0.204736422298267,0,0.197053810907946,0.00426923172840601,0.342498290948865,0.106718838576195,0.0347648098999775,0.109958595640342
"sample495",0.200590676471596,0.00274256442126685,0.472114724350826,0.0903436147201958,0,0.0303026150873445,0.0888440217643772,0.115061783184394
"sample496",0.132185207291091,0,0.548062065785921,0.234381303999693,0,0.0148930847383885,5.28239986901905e-05,0.0704255141862166
"sample497",0.284455266976101,0.00413375833526578,0.328308799561871,0.0037397179180801,0,0.253843816643412,0.0202631709988671,0.105255469566402
"sample498",0.180073682058591,0.0736332396183876,0.540444800323813,0.0250124388264504,0.0126882415032161,0.0567604561870809,0.101802680157087,0.00958446132537405
"sample499",0.212180001449637,0.09331518383265,0.317930928882441,0.291196394263541,0,0.0693515176823178,0.00221580954680594,0.0138101643426068
